"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Noah Vonleh","POR",74,1265,13,0,30,1,0,78,13,3,36,16,0,0
"Terry Rozier","BOS",74,1263,0,0,10,2,0,7,0,0,0,0,0,0
"Malcolm Delaney","ATL",73,1248,3,0,23,8,0,5,0,0,17,0,0,0
"Caris LeVert","BKN",57,1237,3,0,34,0,0,16,0,0,1,0,0,0
"Mike Muscala","ATL",70,1237,2,0,30,6,0,17,2,0,15,2,0,0
"Jonas Jerebko","BOS",78,1232,16,0,25,1,0,18,7,0,9,4,0,0
"Kyle O'Quinn","NYK",79,1229,20,0,85,0,0,41,13,0,36,2,3,5
"Dante Exum","UTA",66,1228,0,0,59,4,0,54,7,0,50,9,0,0
"Justin Anderson","PHI",75,1227,3,0,56,0,0,20,2,0,18,0,5,0
"Meyers Leonard","POR",74,1222,19,0,76,4,0,43,25,0,43,28,1,5
"Shelvin Mack","UTA",55,1205,0,0,19,0,0,16,0,0,10,3,0,1
"Nene","HOU",67,1198,17,0,58,1,0,73,12,0,26,15,0,0
"Yogi Ferrell","DAL",46,1197,4,0,35,0,0,14,2,0,23,8,0,0
"Richaun Holmes","PHI",57,1193,2,0,50,0,0,75,3,0,28,3,3,4
"Timothe Luwawu-Cabarrot","PHI",69,1190,18,0,78,0,0,63,10,0,61,15,0,0
"Nemanja Bjelica","MIN",65,1189,1,0,43,1,0,13,4,0,38,2,0,0
"JR Smith","CLE",41,1187,0,0,17,0,0,44,6,0,24,2,0,0
"Derrick Favors","UTA",50,1186,8,0,37,0,0,41,2,0,19,5,3,0
"Troy Daniels","MEM",67,1183,1,0,46,0,0,11,6,0,15,6,0,0
"Justin Hamilton","BKN",64,1176,4,0,38,1,0,22,5,0,10,0,0,0
"Ben McLemore","SAC",61,1176,11,0,58,3,0,41,7,3,54,8,0,0
"Aron Baynes","DET",75,1162,9,0,57,2,0,36,2,0,46,3,2,1
"Trey Lyles","UTA",71,1158,9,0,25,3,0,18,5,0,13,1,0,0
"Jeremy Lamb","CHA",62,1143,9,0,23,0,0,19,1,0,7,1,2,0
"Brandon Knight","PHX",54,1140,3,0,34,5,0,2,5,0,23,0,0,0
"Joe Harris","BKN",52,1138,7,0,43,0,0,31,2,0,39,4,0,0
"Ian Clark","GSW",77,1136,2,0,11,0,0,6,0,0,17,0,0,0
"Jahlil Okafor","PHI",50,1134,6,0,53,3,0,84,3,0,34,13,9,0
"Mirza Teletovic","MIL",70,1133,1,0,8,0,0,11,0,0,13,2,0,0
"Tyler Ulis","PHX",61,1123,2,0,28,0,0,5,0,0,12,0,0,0
"John Henson","MIL",58,1123,4,0,72,1,0,69,0,0,35,7,0,0
"Timofey Mozgov","LAL",54,1104,17,0,60,9,0,63,11,1,15,4,0,0
"Tarik Black","LAL",67,1091,9,0,77,10,0,102,5,0,24,4,0,0
"Lucas Nogueira","TOR",57,1088,1,0,33,0,0,37,15,0,59,13,0,0
"Devin Harris","DAL",65,1087,5,0,36,1,0,15,8,0,15,2,0,5
"Patrick McCaw","GSW",71,1074,0,0,8,0,0,0,0,0,0,0,0,0
"Jason Smith","WAS",74,1068,0,0,28,1,0,38,2,0,29,8,0,0
"Luke Babbitt","MIA",68,1065,5,0,22,1,0,35,6,0,11,0,0,0
"Montrezl Harrell","HOU",58,1064,1,0,48,1,0,35,0,0,30,4,0,0
"Alex Abrines","OKC",68,1055,16,0,20,3,0,25,1,0,27,2,0,0
"Nerlens Noel","DAL",51,1047,1,0,44,0,0,50,2,1,43,15,0,0
"Cristiano Felicio","CHI",66,1040,0,0,25,0,0,13,0,0,21,1,0,5
"Willie Reed","MIA",71,1031,0,0,22,0,0,29,0,0,9,0,0,0
"Brandon Rush","MIN",47,1030,0,0,1,0,0,11,0,0,0,0,0,0
"Jerian Grant","CHI",63,1028,0,0,30,0,0,15,1,0,9,0,0,0
"Kyle Anderson","SAS",72,1020,3,0,16,0,0,8,0,0,0,0,0,0
"Mindaugas Kuzminskas","NYK",68,1016,0,0,7,3,0,24,0,0,0,0,0,0
"Joakim Noah","NYK",46,1015,1,0,61,0,0,65,13,0,46,18,4,7
"Rudy Gay","SAC",30,1013,0,0,20,1,0,78,7,2,16,31,0,5
"C.J. Watson","ORL",62,1012,2,0,39,0,0,18,0,0,5,0,0,0
"Bobby Portis","CHI",64,1000,0,0,18,0,0,10,0,0,18,6,0,0
"Taurean Prince","ATL",59,981,5,0,25,4,0,13,1,0,13,5,3,0
"Joffrey Lauvergne","CHI",70,980,1,0,13,0,0,11,0,0,10,0,0,0
"Denzel Valentine","CHI",57,976,6,0,26,0,0,7,0,0,10,0,5,0
"Semaj Christon","OKC",64,973,0,0,17,0,0,9,0,0,1,0,0,0
"Lance Thomas","NYK",46,968,2,0,32,3,0,28,2,0,26,1,0,0
"Leandro Barbosa","PHX",67,963,1,0,12,6,0,0,0,0,0,2,3,0
"Mario Hezonja","ORL",65,960,0,0,18,0,0,4,0,0,6,0,0,0
"Michael Beasley","MIL",56,935,8,0,7,0,0,8,0,0,5,0,0,0
"Al Jefferson","IND",66,931,1,0,17,0,0,12,1,0,16,3,0,0
"Salah Mejri","DAL",73,905,3,0,36,3,0,38,12,3,37,16,1,0
"Aaron Brooks","IND",65,894,0,0,12,0,0,7,0,0,21,12,0,0
"Khris Middleton","MIL",29,889,2,0,29,0,0,33,3,0,36,7,0,0
"Jeremy Lin","BKN",36,883,0,0,23,0,0,14,0,0,21,7,0,0
"Lavoy Allen","IND",61,871,3,0,5,0,0,20,3,0,9,0,0,0
"Pascal Siakam","TOR",55,859,3,0,38,2,0,47,17,0,25,4,0,0
"Ron Baker","NYK",52,857,0,0,22,0,0,29,3,0,19,1,0,0
"David West","GSW",68,854,0,0,30,2,0,1,0,0,0,0,0,0
"Michael Carter-Williams","CHI",45,846,0,0,28,0,0,32,0,0,28,16,0,3
"Paul Zipser","CHI",44,843,0,0,30,0,0,12,0,0,34,0,5,0
"Juan Hernangomez","DEN",62,842,0,0,20,0,0,14,0,0,3,4,0,0
"Mike Dunleavy","ATL",53,841,4,0,11,0,0,2,0,0,3,0,0,0
"Ramon Sessions","CHA",50,811,0,0,11,0,0,1,0,0,0,0,0,0
"Wesley Johnson","LAC",68,810,1,0,19,0,0,14,1,0,27,0,0,0
"Davis Bertans","SAS",67,807,1,0,9,1,0,3,2,0,5,0,0,0
"Derrick Williams","CLE",50,804,2,0,24,0,0,8,3,0,5,0,0,0
"Spencer Hawes","MIL",54,797,3,0,38,0,0,9,3,0,11,10,0,0
"Ed Davis","POR",46,789,7,0,45,1,0,49,8,0,44,5,2,1
"Tyreke Evans","SAC",40,788,0,0,14,0,0,9,0,0,8,0,0,0
"Joel Embiid","PHI",31,786,0,0,54,0,0,68,4,0,42,23,0,3
"DeAndre Liggins","DAL",62,776,3,0,32,0,0,42,0,0,10,3,0,0
"Tyus Jones","MIN",60,774,0,0,7,0,0,0,0,0,2,0,0,0
"J.J. Barea","DAL",35,771,1,0,16,0,0,5,0,0,3,0,0,0
"Hollis Thompson","NOP",40,752,6,0,34,0,0,21,0,0,5,0,0,0
"JaVale McGee","GSW",77,739,9,1,12,0,0,19,2,0,4,0,0,0
"Jodie Meeks","ORL",36,737,0,0,3,0,0,3,0,0,0,0,0,0
"Tomas Satoransky","WAS",57,719,0,0,17,0,0,7,0,0,5,0,0,0
"Anthony Morrow","CHI",49,714,0,0,5,0,0,5,0,0,1,0,0,0
"Alan Williams","PHX",47,708,9,0,67,5,0,48,5,2,63,17,0,0
"Trey Burke","WAS",57,703,0,0,11,0,0,0,0,0,8,0,0,0
"Rodney Stuckey","IND",39,696,0,0,13,0,0,4,0,0,4,0,0,0
"Kris Humphries","ATL",56,689,1,0,11,1,0,7,0,0,8,0,0,0
"Roy Hibbert","DEN",48,682,0,0,15,0,0,27,1,0,14,1,0,0
"Chandler Parsons","MEM",34,675,4,0,40,1,0,25,0,0,0,0,0,0
"Alec Burks","UTA",42,653,1,0,19,2,0,9,1,0,8,0,0,0
"Omri Casspi","MIN",36,642,0,0,21,0,0,17,0,0,1,0,0,0
"Darrell Arthur","DEN",41,638,5,0,20,1,0,29,0,0,8,0,0,0
"Jakob Poeltl","TOR",54,626,0,0,22,0,0,18,6,0,17,11,0,0
"Justise Winslow","MIA",18,625,0,0,9,0,0,7,0,0,9,6,10,0
"Skal Labissiere","SAC",33,612,0,2,18,0,0,21,2,0,17,7,0,0
"Ivica Zubac","LAL",38,609,7,0,21,4,0,8,11,0,6,2,0,0
"Isaiah Canaan","CHI",39,592,0,0,1,0,0,5,0,0,0,0,0,0
"Tyler Ennis","LAL",53,588,0,0,20,0,0,5,2,0,6,2,0,0
"Alexis Ajinca","NOP",39,584,0,0,35,0,0,31,2,0,17,4,0,0
"Andrew Bogut","CLE",27,583,0,0,35,3,0,66,9,3,13,15,0,4
"Brandon Bass","LAC",52,577,0,0,5,0,0,2,0,0,8,0,0,0
"Marcus Thornton","WAS",33,575,0,0,10,0,0,8,0,0,8,1,0,0
"Dragan Bender","PHX",43,574,1,0,20,0,0,11,2,0,24,7,0,0
"Thon Maker","MIL",57,562,4,0,15,2,0,18,14,0,12,0,0,0
"Thomas Robinson","LAL",48,560,0,0,11,0,0,0,0,0,4,0,0,0
"Beno Udrih","DET",39,560,0,0,6,0,0,0,0,0,0,0,0,0
"Kevin Seraphin","IND",49,559,0,0,8,2,0,7,4,0,19,0,0,0
"Jarell Martin","MEM",42,558,1,0,32,2,0,11,5,0,9,10,2,0
"Quincy Acy","BKN",38,558,0,0,21,0,0,14,1,0,6,6,0,0
"Troy Williams","HOU",30,557,7,0,26,4,0,25,4,0,12,5,0,0
"Ian Mahinmi","WAS",31,555,1,0,21,0,0,21,0,0,26,11,0,0
"Derrick Jones Jr.","PHX",32,545,8,0,32,11,0,20,17,0,35,4,0,0
"Jose Calderon","ATL",41,539,0,0,7,1,0,21,0,0,7,0,0,0
"Gerald Green","BOS",47,538,0,0,11,0,0,18,1,0,0,0,0,0
"Cole Aldrich","MIN",62,531,0,0,12,0,0,5,0,0,2,0,0,0
"Tyler Zeller","BOS",51,525,4,0,11,6,0,7,2,0,13,1,0,0
"Nicolas Brussino","DAL",54,521,0,0,7,0,0,5,12,0,12,5,0,0
"Shabazz Napier","POR",53,512,0,0,1,2,0,11,0,0,0,0,0,0
"KJ McDaniels","BKN",49,506,0,0,8,1,0,0,4,0,4,8,0,0
"Miles Plumlee","CHA",45,485,1,0,37,2,0,24,4,0,5,0,0,0
"Omer Asik","NOP",31,482,1,0,14,1,0,7,0,0,1,0,1,0
"Donatas Motiejunas","NOP",34,479,1,0,27,0,0,10,0,0,11,2,0,0
"Okaro White","MIA",35,471,0,0,24,0,0,9,0,0,13,0,0,0
"Reggie Bullock","DET",31,467,0,0,0,0,0,18,0,0,15,0,0,0
"Cameron Payne","CHI",31,462,0,0,14,0,0,3,0,0,5,0,0,0
"Luis Scola","BKN",36,461,0,0,24,0,0,11,1,0,4,0,0,0
"Rashad Vaughn","MIL",41,459,1,0,10,0,0,14,0,0,8,2,0,0
"James Michael McAdoo","GSW",52,457,0,0,2,0,0,1,0,0,4,0,0,0
"Kevon Looney","GSW",53,447,4,0,10,0,0,5,4,0,0,0,0,0
"Brandan Wright","MEM",28,447,1,0,19,0,0,3,0,0,0,0,0,0
"Delon Wright","TOR",27,446,0,0,9,0,0,3,0,0,1,0,0,0
"Jordan Crawford","NOP",19,442,0,0,12,0,0,3,0,0,6,0,0,0
"Jeff Withey","UTA",51,432,0,0,13,0,0,2,1,0,3,0,0,0
"Brian Roberts","CHA",41,416,0,0,4,0,0,0,0,0,0,0,0,0
"Sasha Vujacic","NYK",42,408,0,0,17,0,0,4,1,0,3,0,0,0
"Wade Baldwin IV","MEM",33,405,2,0,17,0,0,2,1,0,9,0,0,0
"David Nwaba","LAL",20,397,0,0,5,1,0,5,0,0,3,0,0,0
"Toney Douglas","MEM",24,394,0,0,12,0,0,15,3,0,22,5,0,0
"Kay Felder","CLE",42,386,0,0,3,0,0,0,0,0,5,0,0,0
"Kyle Singler","OKC",32,385,0,0,8,0,0,7,0,0,0,0,0,0
"Jordan McRae","CLE",37,383,0,0,13,0,0,6,0,0,5,0,0,0
"Josh McRoberts","MIA",22,381,3,0,2,0,0,8,0,0,0,0,0,0
"Darrun Hilliard","DET",39,381,0,0,12,0,0,0,0,0,8,0,0,0
"James Jones","CLE",48,380,0,0,2,0,0,4,0,0,13,0,0,0
"DeAndre' Bembry","ATL",38,371,0,0,16,2,0,6,0,0,4,0,0,0
"Lance Stephenson","IND",18,362,3,0,15,0,0,0,0,0,5,0,3,0
"Georgios Papagiannis","SAC",22,355,0,0,15,2,0,10,1,0,5,6,0,0
"Raul Neto","UTA",40,346,3,0,10,0,0,5,5,0,2,0,0,0
"Andrew Nicholson","BKN",38,342,4,0,17,0,0,6,0,0,10,0,0,0
"Maurice Ndour","NYK",32,331,0,0,6,0,0,5,2,0,0,0,0,0
"Dejounte Murray","SAS",38,321,0,0,2,0,0,1,1,0,4,0,0,0
"Pat Connaughton","POR",39,316,0,0,11,0,0,3,0,0,12,0,0,0
"Damjan Rudez","ORL",45,314,0,0,1,0,0,0,0,0,0,0,0,0
"Alan Anderson","LAC",30,308,1,0,2,0,0,1,0,0,1,0,0,0
"Chasson Randle","NYK",26,299,0,0,9,0,0,10,0,0,5,3,0,0
"Fred VanVleet","TOR",36,294,1,0,9,1,0,1,0,0,8,0,0,0
"Boban Marjanovic","DET",35,293,0,0,4,0,0,0,0,0,0,0,0,0
"Sheldon Mac","WAS",30,287,1,0,7,0,0,0,0,0,0,0,0,0
"Bryn Forbes","SAS",36,285,0,0,1,0,0,5,0,0,0,0,0,0
"Paul Pierce","LAC",25,277,0,0,5,0,0,3,0,0,6,4,4,2
"Anthony Bennett","BKN",23,264,0,0,9,0,0,2,2,0,2,0,0,0
"Jake Layman","POR",35,249,1,0,6,0,0,1,0,0,0,0,0,0
"Deyonta Davis","MEM",36,238,0,0,9,0,0,5,2,0,2,0,0,0
"Marcelo Huertas","LAL",23,237,0,0,1,6,0,8,0,0,0,0,0,0
"Wayne Selden","MEM",14,236,0,0,6,0,0,11,0,0,6,2,0,0
"Shawn Long","PHI",17,234,1,0,6,2,0,16,7,0,12,12,0,0
"Jonathan Gibson","DAL",17,231,0,0,5,0,0,8,5,0,10,2,0,0
"James Young","BOS",29,220,3,0,2,0,0,0,0,0,0,0,0,0
"Rakeem Christmas","IND",29,219,0,0,15,1,0,6,0,0,3,0,0,0
"Archie Goodwin","BKN",15,214,0,0,1,0,0,0,0,0,0,0,0,0
"Briante Weber","CHA",20,205,2,0,4,0,0,0,0,0,4,0,0,0
"Cheick Diallo","NOP",17,199,0,0,4,0,0,5,0,0,2,0,0,0
"Malachi Richardson","SAC",22,198,2,0,18,1,0,0,0,0,0,0,0,0
"Mike Scott","ATL",18,195,0,0,2,0,0,0,0,0,0,0,0,0
"Treveon Graham","CHA",27,189,0,0,8,0,0,6,1,0,3,2,0,0
"Quinn Cook","NOP",14,187,0,0,4,0,0,0,0,0,0,0,0,0
"Nicolas Laprovittola","SAS",18,174,0,0,6,0,0,3,0,0,5,0,0,0
"Marshall Plumlee","NYK",21,170,5,0,12,0,0,5,1,0,7,10,0,0
"Malik Beasley","DEN",22,165,0,0,0,0,0,0,0,0,0,0,0,0
"AJ Hammons","DAL",22,163,0,0,2,0,0,6,0,0,7,0,0,0
"Metta World Peace","LAL",25,160,0,0,2,0,0,1,0,0,0,0,0,0
"Anthony Brown","ORL",11,159,0,0,3,0,0,3,0,0,10,0,0,0
"Alex Poythress","PHI",6,157,0,0,0,0,0,0,0,0,1,0,0,0
"Mike Miller","DEN",20,151,0,0,3,0,0,0,0,0,0,0,0,0
"Henry Ellenson","DET",19,146,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Mickey","BOS",25,141,2,0,0,0,0,0,0,0,0,0,0,0
"Adreian Payne","MIN",18,135,0,0,0,0,0,0,0,0,8,0,0,0
"Joe Young","IND",33,135,0,0,0,0,0,0,0,0,0,0,0,0
"Ronnie Price","PHX",14,134,0,0,3,1,0,0,0,0,0,0,0,0
"Udonis Haslem","MIA",16,130,0,0,2,0,0,2,0,0,1,0,0,0
"Nick Collison","OKC",20,128,0,0,0,0,0,0,0,0,0,0,0,0
"Norris Cole","OKC",13,125,1,0,2,3,0,0,0,0,4,0,0,0
"Bobby Brown","HOU",25,123,0,0,0,0,0,0,0,0,0,0,0,0
"Joel Anthony","SAS",19,122,0,0,0,0,0,0,0,0,1,0,0,0
"Jared Sullinger","TOR",11,118,0,0,6,1,0,10,0,0,0,0,0,0
"Jarrod Uthoff","DAL",9,115,0,0,0,0,0,1,0,0,0,0,0,0
"Chris Andersen","CLE",12,114,0,0,1,0,0,0,0,0,8,0,0,0
"Ryan Kelly","ATL",16,110,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Zimmerman","ORL",19,108,0,0,0,0,0,0,0,0,1,4,0,0
"CJ Wilcox","ORL",22,108,0,0,0,0,0,0,0,0,0,0,0,0
"Christian Wood","CHA",13,107,0,0,1,0,0,1,0,0,0,0,0,0
"Gary Payton II","MIL",6,99,0,0,3,0,0,0,0,0,0,0,0,0
"Georges Niang","IND",23,93,0,0,0,0,0,0,0,0,0,0,0,0
"Anderson Varejao","GSW",14,92,0,0,1,0,0,5,0,0,0,0,0,0
"Alonzo Gee","DEN",13,89,0,0,0,0,0,0,0,0,0,0,0,0
"Damian Jones","GSW",10,85,0,0,0,0,0,0,0,0,0,0,0,0
"Pierre Jackson","DAL",8,84,0,0,0,0,0,0,0,0,0,0,0,0
"Johnny O'Bryant III","CHA",11,81,0,0,0,0,0,0,0,0,0,0,0,0
"Chris McCullough","WAS",16,80,0,0,0,0,0,0,0,0,0,0,0,0
"Tim Quarterman","POR",16,80,0,0,0,0,0,0,0,0,0,0,0,0
"Reggie Williams","NOP",6,79,0,0,0,0,0,0,0,0,0,0,0,0
"Tiago Splitter","PHI",8,76,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Ochefu","WAS",19,75,0,0,4,0,0,0,0,0,0,0,0,0
"Jerryd Bayless","PHI",3,72,0,0,5,0,0,0,0,0,0,0,0,0
"Jarell Eddie","PHX",5,62,0,0,0,0,0,0,0,0,0,0,0,0
"Joel Bolomboy","UTA",12,53,0,0,0,0,0,0,0,0,0,0,0,0
"Isaiah Taylor","HOU",4,52,0,0,0,0,0,0,0,0,0,0,0,0
"Chinanu Onuaku","HOU",5,52,0,0,0,0,0,2,2,0,5,0,0,0
"Marcus Georges-Hunt","ORL",5,48,0,0,0,0,0,0,0,0,0,0,0,0
"Axel Toupane","NOP",4,47,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Hill","MIN",7,47,0,0,0,0,0,1,0,0,6,1,0,0
"Kyle Wiltjer","HOU",14,44,0,0,0,0,0,0,0,0,0,0,0,0
"Patricio Garino","ORL",5,43,0,0,0,0,0,0,0,0,0,0,0,0
"Lamar Patterson","ATL",5,40,0,0,0,0,0,0,0,0,0,0,0,0
"Bruno Caboclo","TOR",9,40,0,0,0,0,0,0,0,0,0,0,0,0
"Greivis Vasquez","BKN",3,39,0,0,2,0,0,3,0,0,0,0,0,0
"Jordan Farmar","SAC",2,35,0,0,0,0,0,0,0,0,0,0,0,0
"Jarrett Jack","NOP",2,33,0,0,6,0,0,0,0,0,2,0,0,0
"Michael Gbinije","DET",9,32,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Harper","PHI",3,31,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Huestis","OKC",2,31,0,0,0,0,0,0,0,0,0,0,0,0
"Arinze Onuaku","ORL",8,28,0,0,0,0,0,0,0,0,0,0,0,0
"Edy Tavares","CLE",2,28,0,0,0,0,0,7,0,0,0,0,0,0
"Mike Tobey","CHA",2,25,0,0,5,0,0,0,0,0,0,0,0,0
"Manny Harris","DAL",4,25,0,0,0,0,0,0,0,0,0,0,0,0
"Diamond Stone","LAC",7,24,0,0,0,0,0,0,0,0,0,0,0,0
"Elijah Millsap","PHX",2,23,0,0,0,0,0,0,0,0,0,0,0,0
"Steve Novak","MIL",8,22,0,0,0,0,0,0,0,0,0,0,0,0
"Gary Neal","ATL",2,18,0,0,0,0,0,0,0,0,0,0,0,0
"Demetrius Jackson","BOS",5,17,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Harrison","CHA",5,17,0,0,0,0,0,0,0,0,0,0,0,0
"John Jenkins","PHX",4,13,0,0,0,0,0,0,0,0,0,0,0,0
"Larry Sanders","CLE",5,13,0,0,1,0,0,0,0,0,0,0,0,0
"Dahntay Jones","CLE",1,12,0,0,0,0,0,0,0,0,0,0,0,0
"John Lucas III","MIN",5,11,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Bentil","DAL",3,10,0,0,0,0,0,0,0,0,0,0,0,0
"Brice Johnson","LAC",3,9,0,0,0,0,0,0,0,0,0,0,0,0
"RJ Hunter","CHI",3,9,0,0,0,0,0,0,0,0,0,0,0,0
"Jarnell Stokes","DEN",2,7,0,0,0,0,0,0,0,0,0,0,0,0
"Danuel House","WAS",1,1,0,0,0,0,0,0,0,0,0,0,0,0