"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Mikal Bridges","NYK",82,3036,132,75,57,0.5681818181818182,22,20,53,26,2,0,3,0
"Josh Hart","NYK",77,2897,158,102,56,0.6455696202531646,28,7,74,25,12,0,5,1
"Anthony Edwards","MIN",79,2871,249,159,90,0.6385542168674698,75,19,84,40,7,0,3,1
"Devin Booker","PHX",75,2795,220,145,75,0.6590909090909091,51,11,94,33,10,0,2,0
"James Harden","LAC",79,2789,341,247,94,0.7243401759530792,86,10,161,42,3,0,3,0
"DeMar DeRozan","SAC",77,2768,105,69,36,0.6571428571428571,31,7,38,14,5,0,2,0
"Trae Young","ATL",76,2739,355,254,101,0.7154929577464789,46,16,208,57,13,0,1,0
"Tyler Herro","MIA",77,2725,198,136,62,0.6868686868686869,65,11,71,28,8,0,6,0
"OG Anunoby","NYK",74,2706,102,54,48,0.5294117647058824,27,10,27,11,9,0,7,0
"Jalen Green","HOU",82,2697,203,141,62,0.6945812807881774,65,20,76,20,7,0,4,0
"Christian Braun","DEN",79,2675,81,50,31,0.6172839506172839,19,1,31,9,3,0,6,0
"Bam Adebayo","MIA",78,2674,161,80,81,0.4968944099378882,37,14,43,26,8,1,2,3
"Ivica Zubac","LAC",80,2624,127,73,54,0.5748031496062992,41,6,32,8,11,2,1,1
"Jayson Tatum","BOS",72,2624,209,134,75,0.6411483253588517,54,15,80,24,5,0,2,0
"Jaden McDaniels","MIN",82,2614,95,48,47,0.5052631578947369,20,9,28,11,9,0,6,1
"Keegan Murray","SAC",76,2610,60,35,25,0.5833333333333334,22,3,13,7,6,0,7,0
"Zach LaVine","SAC",74,2603,208,136,72,0.6538461538461539,63,13,73,27,14,0,5,0
"Shai Gilgeous-Alexander","OKC",76,2598,183,119,64,0.6502732240437158,53,6,66,23,9,2,5,1
"Michael Porter Jr.","DEN",77,2593,104,67,37,0.6442307692307693,31,9,36,8,5,0,8,0
"Derrick White","BOS",76,2574,131,94,37,0.7175572519083969,23,9,71,15,5,0,4,0
"Dyson Daniels","ATL",76,2571,155,104,51,0.6709677419354839,31,11,73,19,5,0,3,1
"Nikola Jokić","DEN",70,2571,230,157,73,0.6826086956521739,61,4,96,39,7,0,0,1
"Austin Reaves","LAL",73,2550,177,139,38,0.7853107344632768,48,6,91,14,4,0,2,0
"Toumani Camara","POR",78,2548,109,61,48,0.5596330275229358,25,6,36,12,6,0,1,2
"Pascal Siakam","IND",78,2548,109,64,45,0.5871559633027523,30,12,34,6,5,0,1,0
"Brook Lopez","MIL",80,2546,84,36,48,0.42857142857142855,14,1,22,5,3,5,1,0
"Karl-Anthony Towns","NYK",72,2517,192,86,106,0.4479166666666667,32,10,54,25,12,3,5,1
"Bub Carrington","WAS",82,2458,141,88,53,0.624113475177305,28,11,60,20,8,0,4,0
"Cade Cunningham","DET",70,2452,309,229,80,0.7411003236245954,90,15,139,34,6,0,3,0
"Tyrese Haliburton","IND",73,2451,120,74,46,0.6166666666666667,22,4,52,24,5,0,5,0
"Coby White","CHI",74,2450,177,96,81,0.5423728813559322,44,14,52,23,16,0,6,0
"LeBron James","LAL",70,2444,260,156,104,0.6,43,14,113,59,10,0,3,0
"Domantas Sabonis","SAC",70,2429,202,113,89,0.5594059405940595,54,10,59,24,8,2,0,1
"Jamal Murray","DEN",67,2418,138,104,34,0.7536231884057971,26,5,78,18,4,0,1,0
"Alperen Sengun","HOU",76,2394,194,104,90,0.5360824742268041,50,17,54,19,18,3,1,0
"Rudy Gobert","MIN",72,2388,89,52,37,0.5842696629213483,30,2,22,7,3,2,0,0
"Dillon Brooks","HOU",75,2388,76,39,37,0.5131578947368421,12,4,27,9,5,0,1,0
"Tobias Harris","DET",73,2306,85,50,35,0.5882352941176471,23,8,27,3,5,0,3,0
"Jalen Brunson","NYK",65,2301,164,112,52,0.6829268292682927,39,17,73,26,2,0,1,0
"Darius Garland","CLE",75,2301,189,125,64,0.6613756613756614,40,12,85,26,10,0,2,0
"Jarrett Allen","CLE",82,2296,97,51,46,0.5257731958762887,20,4,31,16,7,0,1,1
"Chris Paul","SAS",82,2292,129,90,39,0.6976744186046512,14,8,76,23,3,0,1,0
"Anfernee Simons","POR",70,2292,143,97,46,0.6783216783216783,35,5,62,25,1,0,6,0
"Giannis Antetokounmpo","MIL",67,2289,206,100,106,0.4854368932038835,50,13,50,19,26,1,5,1
"Malik Beasley","DET",82,2283,83,55,28,0.6626506024096386,22,5,33,11,2,0,1,0
"Kentavious Caldwell-Pope","ORL",77,2279,62,37,25,0.5967741935483871,8,4,29,12,1,0,1,0
"Nikola Vučević","CHI",73,2278,119,70,49,0.5882352941176471,24,4,46,15,6,3,2,1
"Payton Pritchard","BOS",80,2271,83,52,31,0.6265060240963856,16,4,36,5,4,0,9,0
"Kevin Durant","PHX",62,2265,190,130,60,0.6842105263157895,47,11,83,17,4,0,6,0
"Stephen Curry","GSW",70,2252,200,128,72,0.64,23,11,105,35,3,0,8,0
"Shaedon Sharpe","POR",72,2252,150,98,52,0.6533333333333333,47,12,51,22,2,0,3,2
"De'Aaron Fox","SAS",62,2241,174,111,63,0.6379310344827587,55,18,56,26,7,0,1,0
"Jalen Williams","OKC",69,2237,150,90,60,0.6,44,19,46,23,7,0,2,0
"Donovan Mitchell","CLE",71,2232,149,105,44,0.7046979865771812,48,7,57,17,7,0,2,0
"Harrison Barnes","SAS",82,2228,50,31,19,0.62,10,2,21,9,3,0,0,0
"Julius Randle","MIN",69,2226,196,109,87,0.5561224489795918,52,8,57,25,9,0,4,1
"Amen Thompson","HOU",69,2225,138,75,63,0.5434782608695652,32,17,43,13,9,0,4,1
"Jaren Jackson Jr.","MEM",74,2207,153,83,70,0.5424836601307189,50,8,33,9,13,1,8,0
"Desmond Bane","MEM",69,2205,169,99,70,0.5857988165680473,40,7,59,22,16,0,5,0
"Naz Reid","MIN",80,2200,108,61,47,0.5648148148148148,27,8,34,12,8,1,4,0
"Tyus Jones","PHX",81,2174,91,60,31,0.6593406593406593,9,2,51,16,3,0,4,0
"Myles Turner","IND",72,2174,123,59,64,0.4796747967479675,22,10,37,6,7,5,3,1
"Evan Mobley","CLE",71,2167,145,78,67,0.5379310344827586,46,10,32,14,20,1,5,2
"Taurean Prince","MIL",80,2166,82,53,29,0.6463414634146342,15,3,38,12,7,0,2,0
"Stephon Castle","SAS",81,2162,177,107,70,0.6045197740112994,35,17,72,25,12,0,2,0
"Deni Avdija","POR",72,2161,196,144,52,0.7346938775510204,55,7,89,19,11,0,1,0
"Jaylen Brown","BOS",63,2158,162,105,57,0.6481481481481481,60,14,45,12,5,1,1,0
"Tim Hardaway Jr.","DET",77,2153,48,34,14,0.7083333333333334,11,2,23,4,2,0,1,0
"Bennedict Mathurin","IND",72,2149,135,85,50,0.6296296296296297,43,13,42,8,5,0,2,0
"Spencer Dinwiddie","DAL",79,2136,102,56,46,0.5490196078431373,12,3,44,24,4,0,1,0
"Scottie Barnes","TOR",65,2134,185,125,60,0.6756756756756757,38,12,87,22,7,0,0,0
"Max Christie","DAL",78,2127,88,61,27,0.6931818181818182,30,4,31,14,3,0,1,0
"Josh Giddey","CHI",70,2117,202,132,70,0.6534653465346535,34,10,98,42,4,0,6,1
"Fred VanVleet","HOU",60,2113,87,54,33,0.6206896551724138,13,5,41,16,0,0,1,0
"Keyonte George","UTA",67,2108,183,122,61,0.6666666666666666,38,14,84,21,5,0,10,1
"Dennis Schröder","BKN",75,2106,142,92,50,0.647887323943662,30,9,62,22,3,0,1,0
"Damian Lillard","MIL",58,2093,162,120,42,0.7407407407407407,35,6,85,28,3,0,3,0
"Russell Westbrook","DEN",75,2092,242,157,85,0.6487603305785123,35,16,122,44,5,0,1,1
"Kelly Oubre Jr.","PHI",60,2078,80,53,27,0.6625,28,9,25,3,2,0,2,0
"Luguentz Dort","OKC",71,2073,51,21,30,0.4117647058823529,5,8,16,6,2,0,2,0
"Nickeil Alexander-Walker","MIN",82,2073,99,63,36,0.6363636363636364,12,5,51,19,5,0,0,0
"Onyeka Okongwu","ATL",74,2064,90,52,38,0.5777777777777777,19,4,33,6,3,1,3,3
"Malik Monk","SAC",65,2054,159,112,47,0.7044025157232704,35,8,77,23,5,0,0,0
"Jaylen Wells","MEM",79,2043,69,40,29,0.5797101449275363,20,10,20,5,6,1,3,1
"Jalen Duren","DET",78,2035,136,74,62,0.5441176470588235,21,9,53,18,1,1,0,0
"Jalen Wilson","BKN",79,2031,79,43,36,0.5443037974683544,17,12,26,6,4,1,1,0
"Miles Bridges","CHA",64,2029,136,101,35,0.7426470588235294,47,7,54,14,6,0,0,0
"Davion Mitchell","MIA",74,2027,128,85,43,0.6640625,23,7,62,23,1,0,1,0
"Franz Wagner","ORL",60,2023,138,93,45,0.6739130434782609,43,13,50,9,10,0,2,1
"Quentin Grimes","PHI",75,2013,141,88,53,0.624113475177305,36,16,52,15,8,0,3,0
"Jordan Poole","WAS",68,2001,204,123,81,0.6029411764705882,47,15,76,27,13,0,5,0
"Devin Vassell","SAS",64,1983,88,51,37,0.5795454545454546,21,8,30,9,7,0,4,0
"Draymond Green","GSW",68,1983,174,106,68,0.6091954022988506,7,6,99,42,1,0,0,0
"Klay Thompson","DAL",72,1965,88,58,30,0.6590909090909091,12,5,46,8,7,1,1,0
"Tyrese Maxey","PHI",52,1960,124,77,47,0.6209677419354839,33,8,44,12,10,0,2,0
"Norman Powell","LAC",60,1958,108,66,42,0.6111111111111112,32,10,34,8,4,0,7,1
"Yves Missi","NOP",73,1956,82,54,28,0.6585365853658537,20,3,34,5,3,1,2,3
"Keon Ellis","SAC",80,1948,71,40,31,0.5633802816901409,12,7,28,11,4,0,1,0
"Bilal Coulibaly","WAS",59,1948,125,79,46,0.632,30,9,49,19,4,0,5,0
"Kyle Kuzma","MIL",65,1936,146,80,66,0.547945205479452,39,17,41,17,8,1,1,4
"Julian Champagnie","SAS",82,1932,74,42,32,0.5675675675675675,12,3,30,9,4,0,7,0
"Keon Johnson","BKN",79,1925,116,74,42,0.6379310344827587,27,11,47,11,5,0,2,0
"Naji Marshall","DAL",69,1919,112,68,44,0.6071428571428571,26,12,42,17,6,0,0,0
"Guerschon Yabusele","PHI",70,1896,87,38,49,0.4367816091954023,22,11,16,10,10,1,0,0
"Jrue Holiday","BOS",62,1896,77,47,30,0.6103896103896104,13,4,34,16,4,0,3,0
"Gary Trent Jr.","MIL",74,1893,42,22,20,0.5238095238095238,11,6,11,0,3,1,1,0
"Josh Green","CHA",68,1887,70,34,36,0.4857142857142857,9,2,25,17,1,0,3,0
"Anthony Black","ORL",78,1887,139,88,51,0.6330935251798561,31,10,57,21,6,0,2,1
"Andrew Nembhard","IND",65,1881,112,72,40,0.6428571428571429,31,8,41,14,4,0,0,0
"Nic Claxton","BKN",70,1880,87,37,50,0.42528735632183906,18,1,19,8,6,2,5,1
"Cason Wallace","OKC",68,1876,59,43,16,0.7288135593220338,19,1,24,6,2,0,1,1
"Derrick Jones Jr.","LAC",77,1873,66,44,22,0.6666666666666666,22,3,22,5,3,0,0,2
"RJ Barrett","TOR",58,1869,165,114,51,0.6909090909090909,35,10,79,25,7,0,3,0
"Rui Hachimura","LAL",59,1869,49,32,17,0.6530612244897959,15,4,17,5,2,0,3,0
"Buddy Hield","GSW",82,1864,91,48,43,0.5274725274725275,19,6,29,17,4,0,5,0
"Trey Murphy III","NOP",53,1854,103,71,32,0.6893203883495146,37,6,34,12,1,0,5,0
"Zaccharie Risacher","ATL",75,1843,92,52,40,0.5652173913043478,30,7,22,10,9,1,5,2
"Andrew Wiggins","MIA",60,1842,99,64,35,0.6464646464646465,34,12,30,6,3,0,5,1
"Isaiah Collier","UTA",71,1839,208,117,91,0.5625,31,16,86,38,8,0,5,0
"Keldon Johnson","SAS",77,1838,77,49,28,0.6363636363636364,24,5,25,6,7,0,2,1
"Royce O'Neale","PHX",75,1837,65,48,17,0.7384615384615385,14,0,34,8,1,0,2,0
"P.J. Washington","DAL",57,1835,118,78,40,0.6610169491525424,47,15,31,6,3,0,2,0
"CJ McCollum","NOP",56,1832,106,75,31,0.7075471698113207,26,4,49,15,2,0,5,0
"Dorian Finney-Smith","LAL",63,1821,56,30,26,0.5357142857142857,6,4,24,7,7,0,3,0
"Haywood Highsmith","MIA",74,1818,54,29,25,0.5370370370370371,11,3,18,5,2,0,10,0
"Alex Sarr","WAS",67,1814,114,73,41,0.6403508771929824,38,7,35,8,5,0,3,0
"Kyrie Irving","DAL",50,1804,111,74,37,0.6666666666666666,26,6,48,17,2,0,0,0
"Kyshawn George","WAS",68,1802,97,59,38,0.6082474226804123,25,8,34,10,7,0,3,0
"Cameron Johnson","BKN",57,1800,99,60,39,0.6060606060606061,23,12,37,15,1,0,4,0
"Duncan Robinson","MIA",74,1786,86,51,35,0.5930232558139535,15,4,36,14,5,0,5,0
"Kris Dunn","LAC",74,1783,74,47,27,0.6351351351351351,13,5,34,8,0,0,6,0
"Luka Dončić","LAL",50,1769,179,132,47,0.7374301675977654,39,7,93,26,3,0,4,0
"Scoot Henderson","POR",66,1759,177,108,69,0.6101694915254238,38,16,70,29,5,0,4,0
"Wendell Carter Jr.","ORL",68,1758,77,37,40,0.4805194805194805,21,4,16,9,0,0,1,0
"Collin Sexton","UTA",63,1758,160,99,61,0.61875,48,14,51,22,7,2,4,1
"Mike Conley","MIN",71,1756,75,57,18,0.76,11,4,46,7,3,0,2,0
"Amir Coffey","LAC",72,1748,45,25,20,0.5555555555555556,13,3,12,6,3,0,2,0
"Jimmy Butler","GSW",55,1746,74,43,31,0.581081081081081,12,6,31,13,3,0,0,0
"Aaron Wiggins","OKC",76,1744,69,46,23,0.6666666666666666,18,7,28,8,4,0,2,0
"Walker Kessler","UTA",58,1740,86,44,42,0.5116279069767442,25,8,19,6,2,1,1,2
"De'Andre Hunter","CLE",64,1740,82,45,37,0.5487804878048781,29,8,16,11,3,0,7,1
"Ochai Agbaji","TOR",64,1739,54,27,27,0.5,11,6,16,4,7,0,4,0
"Brandin Podziemski","GSW",64,1716,75,49,26,0.6533333333333333,16,0,33,10,8,0,3,0
"Jabari Smith Jr.","HOU",57,1716,62,44,18,0.7096774193548387,17,4,27,3,0,1,0,0
"Anthony Davis","DAL",51,1706,113,67,46,0.5929203539823009,33,15,34,15,3,1,1,0
"Bradley Beal","PHX",53,1702,99,68,31,0.6868686868686869,26,9,42,12,5,0,2,0
"Georges Niang","ATL",79,1697,82,44,38,0.5365853658536586,17,4,27,9,9,0,4,0
"Jakob Poeltl","TOR",57,1686,111,68,43,0.6126126126126126,26,4,42,10,5,2,0,0
"Scotty Pippen Jr.","MEM",79,1683,138,86,52,0.6231884057971014,24,5,62,19,5,0,7,1
"Kevin Huerter","CHI",69,1679,67,50,17,0.746268656716418,9,3,41,9,3,0,0,0
"Santi Aldama","MEM",65,1660,71,38,33,0.5352112676056338,11,6,27,15,6,1,0,0
"AJ Green","MIL",73,1659,40,21,19,0.525,8,2,13,6,1,0,3,0
"Al Horford","BOS",60,1659,46,26,20,0.5652173913043478,5,1,21,9,1,0,2,0
"Terry Rozier","MIA",64,1658,78,44,34,0.5641025641025641,15,3,29,14,2,0,3,0
"Peyton Watson","DEN",68,1657,56,36,20,0.6428571428571429,16,4,20,5,2,0,2,0
"Moses Moody","GSW",74,1649,54,32,22,0.5925925925925926,11,6,21,3,2,0,6,0
"Tristan da Silva","ORL",74,1629,56,34,22,0.6071428571428571,13,2,21,7,3,0,2,0
"Donte DiVincenzo","MIN",62,1606,98,71,27,0.7244897959183674,19,3,52,15,1,0,1,0
"Isaiah Joe","OKC",74,1604,38,28,10,0.7368421052631579,13,5,15,3,0,0,2,0
"Corey Kispert","WAS",61,1602,64,41,23,0.640625,16,2,25,5,8,0,1,0
"Caris LeVert","ATL",64,1596,75,56,19,0.7466666666666667,16,4,40,8,1,0,3,0
"Miles McBride","NYK",64,1593,41,29,12,0.7073170731707317,9,2,20,2,4,0,1,0
"Isaiah Hartenstein","OKC",57,1590,96,47,49,0.4895833333333333,13,8,34,16,2,0,2,3
"Gradey Dick","TOR",54,1587,83,61,22,0.7349397590361446,28,4,33,5,1,0,5,0
"Paolo Banchero","ORL",46,1582,136,95,41,0.6985294117647058,49,11,46,18,1,0,0,0
"Patrick Williams","CHI",63,1576,86,45,41,0.5232558139534884,18,8,27,10,7,0,7,0
"Obi Toppin","IND",79,1545,68,38,30,0.5588235294117647,13,6,25,7,4,0,1,2
"Grayson Allen","PHX",64,1544,75,54,21,0.72,12,6,42,5,0,0,2,0
"Ziaire Williams","BKN",63,1541,67,42,25,0.6268656716417911,16,3,26,10,6,0,3,0
"Sam Hauser","BOS",71,1541,23,19,4,0.8260869565217391,7,0,12,1,0,0,1,0
"Victor Wembanyama","SAS",46,1527,149,93,56,0.6241610738255033,44,15,49,20,6,0,3,1
"Gabe Vincent","LAL",72,1525,41,18,23,0.43902439024390244,2,2,16,10,1,0,1,0
"Jonas Valančiūnas","SAC",81,1524,120,57,63,0.475,23,10,34,8,1,4,0,2
"Jerami Grant","POR",47,1524,65,41,24,0.6307692307692307,15,7,26,5,4,0,1,0
"Kyle Filipowski","UTA",72,1522,102,60,42,0.5882352941176471,25,5,35,10,6,1,3,0
"Ja Morant","MEM",50,1519,185,121,64,0.654054054054054,32,12,89,33,8,0,8,0
"Matas Buzelis","CHI",80,1511,74,39,35,0.527027027027027,23,10,16,9,5,0,6,0
"LaMelo Ball","CHA",47,1505,167,85,82,0.5089820359281437,25,14,60,26,8,0,11,0
"Dalton Knecht","LAL",78,1494,37,23,14,0.6216216216216216,6,3,17,2,1,0,0,0
"Kevin Porter Jr.","MIL",75,1482,136,85,51,0.625,34,8,51,20,5,0,0,0
"D'Angelo Russell","BKN",58,1481,108,68,40,0.6296296296296297,20,3,48,21,1,0,2,0
"Lauri Markkanen","UTA",47,1476,66,40,26,0.6060606060606061,27,2,13,7,0,0,1,3
"Luke Kennard","MEM",65,1472,72,48,24,0.6666666666666666,15,4,33,13,3,0,0,0
"Jamal Shead","TOR",75,1467,117,72,45,0.6153846153846154,12,6,60,24,7,0,0,0
"Aaron Gordon","DEN",51,1447,73,38,35,0.5205479452054794,8,6,30,10,4,0,3,1
"Isaiah Stewart","DET",72,1434,68,26,42,0.38235294117647056,13,1,13,6,4,1,1,0
"Brice Sensabaugh","UTA",71,1432,107,58,49,0.5420560747663551,17,8,41,21,5,0,5,0
"Goga Bitadze","ORL",70,1430,72,30,42,0.4166666666666667,13,4,17,4,7,0,2,4
"Kel'el Ware","MIA",64,1422,57,28,29,0.49122807017543857,9,3,19,9,3,0,0,4
"Tari Eason","HOU",57,1420,65,36,29,0.5538461538461539,12,2,24,6,8,0,1,2
"Zach Edey","MEM",66,1416,88,44,44,0.5,21,0,23,3,5,6,1,2
"T.J. McConnell","IND",79,1415,109,72,37,0.6605504587155964,24,12,48,16,4,0,2,0
"Terance Mann","ATL",67,1414,48,32,16,0.6666666666666666,15,3,17,7,1,0,0,0
"Ryan Dunn","PHX",74,1410,40,21,19,0.525,7,5,14,4,3,0,0,0
"Sam Merrill","CLE",71,1401,35,18,17,0.5142857142857142,3,0,15,8,2,0,2,0
"Ayo Dosunmu","CHI",46,1394,69,39,30,0.5652173913043478,11,6,28,13,4,0,3,0
"Ty Jerome","CLE",70,1393,92,67,25,0.7282608695652174,30,6,37,5,5,0,3,0
"Julian Strawther","DEN",65,1384,57,31,26,0.543859649122807,14,3,17,5,4,0,1,0
"Nick Smith Jr.","CHA",60,1369,82,61,21,0.7439024390243902,18,5,43,9,4,0,0,0
"Jaime Jaquez Jr.","MIA",66,1368,98,60,38,0.6122448979591837,29,9,31,12,7,2,0,0
"Jeremy Sochan","SAS",54,1367,83,47,36,0.5662650602409639,20,6,27,4,3,0,3,2
"Nicolas Batum","LAC",78,1367,34,20,14,0.5882352941176471,3,0,17,5,2,0,1,0
"Jose Alvarado","NOP",56,1366,86,62,24,0.7209302325581395,17,0,45,19,4,0,0,0
"Luke Kornet","BOS",73,1361,31,14,17,0.45161290322580644,5,1,9,3,1,0,0,2
"Trey Lyles","SAC",69,1349,39,17,22,0.4358974358974359,7,4,10,10,1,0,2,0
"Jake LaRavia","SAC",66,1349,86,49,37,0.5697674418604651,20,6,29,10,5,0,5,0
"Bogdan Bogdanović","LAC",54,1348,74,48,26,0.6486486486486487,12,3,36,7,5,0,0,0
"Justin Champagnie","WAS",62,1340,54,35,19,0.6481481481481481,11,3,24,7,2,0,2,2
"Paul George","PHI",41,1334,106,69,37,0.6509433962264151,25,4,44,15,2,0,2,0
"Ausar Thompson","DET",59,1328,80,50,30,0.625,21,7,29,9,1,0,2,0
"Donovan Clingan","POR",67,1324,72,30,42,0.4166666666666667,12,3,18,8,3,1,1,0
"Jordan Hawkins","NOP",56,1321,58,32,26,0.5517241379310345,16,6,16,7,3,0,6,0
"Tyrese Martin","BKN",60,1315,74,53,21,0.7162162162162162,16,5,37,9,2,0,0,0
"Mason Plumlee","PHX",74,1300,59,30,29,0.5084745762711864,15,2,15,4,5,0,0,0
"Jonathan Mogbo","TOR",63,1286,70,38,32,0.5428571428571428,11,5,27,12,4,0,1,0
"Jalen Johnson","ATL",36,1284,106,61,45,0.5754716981132075,11,4,50,16,14,0,0,0
"Max Strus","CLE",50,1273,54,40,14,0.7407407407407407,11,2,29,3,1,0,6,0
"Johnny Juzang","UTA",64,1270,36,23,13,0.6388888888888888,10,3,13,2,2,0,2,0
"Ronald Holland II","DET",81,1266,72,37,35,0.5138888888888888,22,7,15,11,3,0,2,0
"Javonte Green","CLE",68,1258,32,18,14,0.5625,6,3,12,2,2,0,2,0
"Nick Richards","PHX",57,1256,81,37,44,0.4567901234567901,21,4,16,8,3,0,3,2
"Dean Wade","CLE",59,1252,22,12,10,0.5454545454545454,7,0,5,1,2,0,2,0
"Ricky Council IV","PHI",73,1250,52,25,27,0.4807692307692308,12,5,13,7,4,0,0,0
"Tidjane Salaün","CHA",60,1244,57,33,24,0.5789473684210527,16,5,17,2,6,0,2,0
"Bobby Portis","MIL",49,1244,57,29,28,0.5087719298245614,12,2,17,6,7,0,4,1
"Moussa Diabaté","CHA",71,1241,61,36,25,0.5901639344262295,14,4,22,3,5,0,1,1
"Jeremiah Robinson-Earl","NOP",66,1239,51,31,20,0.6078431372549019,11,7,20,5,2,0,3,1
"Simone Fontecchio","DET",75,1237,54,36,18,0.6666666666666666,17,4,19,6,3,0,2,0
"Cole Anthony","ORL",67,1234,103,65,38,0.6310679611650486,21,6,44,16,6,0,2,0
"Ben Sheppard","IND",63,1228,22,11,11,0.5,2,3,9,3,0,0,4,0
"Daniel Gafford","DAL",57,1226,66,28,38,0.42424242424242425,18,4,10,8,4,2,0,1
"John Collins","UTA",40,1220,103,57,46,0.5533980582524272,27,7,30,6,9,0,0,0
"Caleb Martin","DAL",45,1218,56,30,26,0.5357142857142857,21,5,9,4,3,0,4,0
"Kristaps Porziņģis","BOS",42,1210,53,21,32,0.39622641509433965,10,4,11,5,3,0,1,1
